"","assembly","dipcall_contig","Filter","Subtype","Subset","INDEL.QUERY.FP","INDEL.Subset.IS_CONF.Size","INDEL.FP.gt","INDEL.FP.al","INDEL.Recall","INDEL.TRUTH.TOTAL","INDEL.TRUTH.TP","INDEL.TRUTH.TP.het","INDEL.TRUTH.TP.homalt","INDEL.TRUTH.TOTAL.het","INDEL.TRUTH.TOTAL.homalt","INDEL.ntTRUTH.TOTAL.het","INDEL.ntTRUTH.TOTAL.homalt","INDEL.ntTRUTH.TOTAL","SNP.QUERY.FP","SNP.Subset.IS_CONF.Size","SNP.FP.gt","SNP.FP.al","SNP.Recall","SNP.TRUTH.TOTAL","SNP.TRUTH.TP","SNP.TRUTH.TP.het","SNP.TRUTH.TP.homalt","SNP.TRUTH.TOTAL.het","SNP.TRUTH.TOTAL.homalt","SNP.ntTRUTH.TOTAL.het","SNP.ntTRUTH.TOTAL.homalt","SNP.ntTRUTH.TOTAL","QV_dip_snp","QV_dip_indel","QV_dip_snp_indel","QV_hap_snp","QV_ignoreGT_snp","QV_hap_indel","QV_ignoreGT_indel","QV_hap_snp_indel","QV_ignoreGT_snp_indel","SNP.Recall_ignoreGT","INDEL.Recall_ignoreGT","SNP.Recall.het","SNP.Recall.hom","INDEL.Recall.het","INDEL.Recall.hom","SNP.Recall.het.TOTALnontarget","SNP.Recall.hom.TOTALnontarget","INDEL.Recall.het.TOTALnontarget","INDEL.Recall.hom.TOTALnontarget","SNP.Recall_ignoreGT.TOTALnontarget","SNP.Recall.TOTALnontarget"
"89","asm21",10,"PASS","*","GRCh38_notinsegdups.bed.gz",1029948,2458512478,108376,327715,0.291772,514303,150059,34,149991,290114,189380,290696,189683,515264,963695,2458512478,890110,34938,0.381051,3237140,1233514,1,1233513,1986717,1249239,1991369,1251467,3244090,37.0776280681351,36.7888711392055,33.9205502034079,51.0458662537119,48.2491311831244,39.1802053250669,37.2717314135772,38.9063913616005,36.9381081031769,0.6560185843059,0.5024956105642,5.0334295221715e-07,0.987411536143204,5.0334295221715e-07,0.987411536143204,5.02167102129239e-07,0.985653636891744,5.02167102129239e-07,0.985653636891744,0.654613158081311,0.380234210518204
"90","asm21",10,"PASS","*","GRCh38_segdups.bed.gz",31235,83882521,1756,7677,0.367661,9691,3563,0,3563,5451,3931,6033,4484,10854,77718,83882521,26702,4393,0.407591,104855,42738,0,42738,60844,43957,69297,51943,121294,33.3417985400294,37.3005995963038,31.8746227695008,35.5610125474916,35.1699506593322,38.8620513460494,37.551887228098,33.8948666383026,33.1893256519485,0.662247866100806,0.548859766793933,0,0.972268353163319,0,0.972268353163319,0,0.82278651598868,0,0.82278651598868,0.572493280788827,0.352350487245865
"91","asm22ab",10,"PASS","*","*",69380,2547039401,10368,10241,0.966701,520321,502995,282549,189453,293844,191493,296702,194024,525939,193206,2547039401,23679,16412,0.986077,3313251,3267119,1992117,1273740,2033028,1278931,2060579,1302830,3364716,44.2104504964909,48.6583136341937,42.8779409134113,45.2204792023156,44.7782678224362,50.1890399847369,49.361253251838,44.0195945555165,43.4810533618463,0.993223272248314,0.986627485725158,0.979876814288834,0.99594114146893,0.979876814288834,0.99594114146893,0.966775357799919,0.977671683949556,0.966775357799919,0.977671683949556,0.978031429695701,0.97099398582228
"92","asm22ab",10,"PASS","*","GRCh38_AllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz",15980,62855659,4921,3187,0.965336,228595,220671,121821,83980,126918,85285,127687,85985,230146,3378,62855659,745,456,0.984239,99045,97484,59266,38158,60659,38322,61106,38696,99866,45.7071473446904,38.9579760472605,38.1251389418165,47.6151595066293,46.7892352059796,42.0328929428074,40.5565852164282,40.9725153347886,39.6290748923819,0.991761320611843,0.986863229729434,0.97703555943883,0.995720473879234,0.97703555943883,0.995720473879234,0.969888390665401,0.986096754186479,0.969888390665401,0.986096754186479,0.983608034766587,0.976148038371418
"93","asm22ab",10,"PASS","*","GRCh38_HG002_GIABv4.1_notin_complexandSVs_alldifficultregions.bed.gz",21731,2122523462,1131,2169,0.984755,144703,142497,84296,58201,86380,58323,86732,58664,145396,17511,2122523462,14091,316,0.989001,2499725,2472230,1509327,962903,1535452,964273,1541592,969614,2511206,53.8457154719129,52.9080278342018,50.3413136178259,61.3596078263496,60.9385638916498,53.6233359610079,53.1401527485196,52.9473761912249,52.4730949215422,0.994637810159117,0.992570990235171,0.98298546616892,0.998579240526282,0.98298546616892,0.998579240526282,0.979070337676895,0.993078689045331,0.979070337676895,0.993078689045331,0.990090418707187,0.984479170565856
"94","asm22ab",10,"PASS","*","GRCh38_MHC.bed.gz",133,4664473,15,43,0.981882,1711,1680,975,551,983,560,1045,574,1787,96,4664473,35,19,0.996677,19260,19196,11668,7254,11712,7271,12263,7369,19915,49.8756134615801,48.4598093823049,46.0999709685769,53.4658328879968,51.8450274418681,50.9477131580588,48.9795057189145,49.0164671745142,47.1697954821769,0.998494288681205,0.990648743424898,0.996243169398907,0.997661944711869,0.996243169398907,0.997661944711869,0.951480061975047,0.984394083322025,0.951480061975047,0.984394083322025,0.96565402962591,0.963896560381622
"95","asm22ab",10,"PASS","*","GRCh38_notinAllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz",53561,2479539350,5462,7098,0.967707,292541,283094,161249,105602,167465,106339,169561,108169,296616,189828,2479539350,22934,15956,0.986133,3214212,3169641,1932853,1235584,1972371,1240611,1999475,1264136,3264856,44.1704072844977,49.6655232372409,43.0910005421098,45.1660240946263,44.7296027689343,50.8260655140962,50.1326495325986,44.1223777274417,43.6297668068345,0.99326833450936,0.986377977787729,0.979964215657196,0.995947964349824,0.979964215657196,0.995947964349824,0.966680253566561,0.977413822563395,0.966680253566561,0.977413822563395,0.977860891873945,0.970836386045816
"96","asm22ab",10,"PASS","*","GRCh38_notinAllTandemRepeatsandHomopolymers_slop5.bed.gz",45225,2420923009,1658,5025,0.982074,184149,180848,106635,74040,109538,74434,111012,75772,186961,184983,2420923009,22150,15241,0.986196,3131833,3088602,1882980,1204450,1921320,1209315,1947968,1232371,3181552,44.1787915531984,50.2963239821569,43.2289056194514,45.1594815589476,44.7326854945013,50.9907672667597,50.4585331806477,44.1518526335889,43.7030128079237,0.993268798176659,0.991077877153827,0.980044969083755,0.99597706139426,0.980044969083755,0.99597706139426,0.966638055655945,0.977343673293188,0.966638055655945,0.977343673293188,0.977746709781893,0.970784698788516
"97","asm22ab",10,"PASS","*","GRCh38_notinalldifficultregions.bed.gz",21953,2135763155,1189,2304,0.984793,156179,153804,90810,62886,93000,63070,93380,63441,156930,18386,2135763155,14931,336,0.9893,2724238,2695090,1645441,1048896,1673064,1050405,1679812,1056227,2736810,53.6609582991598,52.8908920829764,50.2485795780567,61.3656771093953,60.9213503398645,53.6435138900678,53.1327206548986,52.9655177067622,52.4642687849359,0.994781292970732,0.992406149354267,0.983489573620615,0.998563411255659,0.983489573620615,0.998563411255659,0.979538781720812,0.993059257148321,0.979538781720812,0.993059257148321,0.990211596712961,0.984755975022015
"98","asm22ab",10,"PASS","*","GRCh38_notinalllowmapandsegdupregions.bed.gz",44631,2397123053,9749,7088,0.96817,505620,489526,274745,184051,285257,185718,286562,186844,508214,22037,2397123053,17350,705,0.98911,3090401,3056745,1866639,1188979,1898373,1190880,1906551,1197598,3105305,53.3756785251481,50.3108370644663,48.5680289742997,60.8061906848567,60.0982537065685,52.3676927099747,51.3811894642392,51.7862109736178,50.8336524939675,0.994723662074922,0.987451050195799,0.983283580202626,0.998403701464463,0.983283580202626,0.998403701464463,0.979065862911614,0.992803094193544,0.979065862911614,0.992803094193544,0.9899494574607,0.984362244610433
"99","asm22ab",10,"PASS","*","GRCh38_notinsegdups.bed.gz",45701,2458512497,9814,7242,0.96836,512447,496233,278716,186723,289331,188402,290666,189541,515084,23615,2458512497,18222,774,0.989063,3227573,3192273,1949324,1241730,1982569,1243760,1991303,1250928,3243484,53.185144659692,50.3177671275452,48.5086892283326,60.2715445363538,59.5987199559376,52.3465358929629,51.3676526119599,51.6972794389453,50.7596272726277,0.994708717664945,0.987510903566613,0.983231352855815,0.998367852318775,0.983231352855815,0.998367852318775,0.978918828525845,0.992647058823529,0.978918828525845,0.992647058823529,0.989829146683011,0.984211113728324
"100","asm22ab",10,"PASS","*","GRCh38_segdups.bed.gz",23682,83882512,555,3001,0.858577,7870,6757,3830,2728,4510,3089,6033,4481,10851,169591,83882512,5457,15638,0.873573,85678,74846,42793,32010,50459,35171,69276,51902,121232,29.9529862229387,38.5028304653654,29.3853023545385,30.5298666798788,30.0950286978908,39.2094395496188,38.6058212292493,29.977871872186,29.5225408506709,0.937265108896099,0.929097839898348,0.848074674488198,0.910124818742714,0.848074674488198,0.910124818742714,0.617717535654484,0.616739239335671,0.617717535654484,0.616739239335671,0.662391117856671,0.617378249967005
"101","asm23ab",10,"PASS","*","*",224113,2546901879,24773,43444,0.91243,505298,461049,256128,180158,283001,188295,296720,194170,526110,51573,2546901879,18247,5513,0.987181,3215491,3174271,1919089,1253977,1958166,1256097,2060625,1303404,3365336,49.9461981444161,43.5657516033347,42.6662749733677,52.6279437368519,51.8425901949842,45.1420723733421,44.0744775555634,44.4291177634044,43.4030928597635,0.992855523464379,0.961456407901872,0.980044082064544,0.998312232255948,0.980044082064544,0.998312232255948,0.931314043069457,0.962078526688579,0.931314043069457,0.962078526688579,0.948647623892533,0.943225579852948
"102","asm23ab",10,"PASS","*","GRCh38_AllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz",87320,62855668,17575,20596,0.864708,221639,191653,104122,76276,122040,83733,127691,86041,230206,5403,62855668,1180,2379,0.96814,95887,92832,55822,36955,58327,37499,61108,38714,99886,43.6673947434937,31.5826071485146,31.3218696735442,48.3361352517095,44.7375336046366,34.078597559137,32.5586136327976,33.9186387892835,32.3033056579456,0.980445732998217,0.944003537283601,0.957052479983541,0.985492946478573,0.957052479983541,0.985492946478573,0.913497414413825,0.954564240326497,0.913497414413825,0.954564240326497,0.941192959974371,0.929379492621589
"103","asm23ab",10,"PASS","*","GRCh38_HG002_GIABv4.1_notin_complexandSVs_alldifficultregions.bed.gz",100403,2122523460,1171,12183,0.981657,140162,137591,80537,57054,83000,57162,86734,58696,145430,13561,2122523460,11678,510,0.98957,2420969,2395719,1452193,943526,1476915,944054,1541611,969972,2511583,54.9559077884508,46.2613580527001,45.7111481076041,64.9021195757513,63.5303217479522,46.8811870841053,46.3123075025465,46.8132216090862,46.2306690861741,0.994393980261623,0.990011558054252,0.983261054292224,0.999440709959388,0.983261054292224,0.999440709959388,0.941997040758012,0.972735295451827,0.941997040758012,0.972735295451827,0.958517795350582,0.953868138142359
"104","asm23ab",10,"PASS","*","GRCh38_MHC.bed.gz",325,4664474,30,99,0.963605,1731,1668,985,547,1010,561,1045,574,1787,52,4664474,33,13,0.995771,19155,19074,11658,7150,11727,7160,12265,7369,19917,52.5382932866964,44.5794931132556,43.9349132209865,61.916814219208,56.9107907135161,46.7757660094796,45.0001065632628,46.6448130285782,44.7290302423122,0.997494126859828,0.980935875216638,0.994116142235866,0.998603351955307,0.994116142235866,0.998603351955307,0.950509580105993,0.970280906500204,0.950509580105993,0.970280906500204,0.959331224582015,0.957674348546468
"105","asm23ab",10,"PASS","*","GRCh38_notinAllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz",136917,2479539344,7226,22912,0.949631,284441,270114,152498,104003,161479,104687,169574,108261,296728,46171,2479539344,17067,3135,0.987766,3119610,3081445,1863269,1217024,1899841,1218600,1999519,1264692,3265456,50.3103171862681,45.5894362479076,44.3274111890191,52.809457731199,52.3144831777821,46.6691515018415,45.8249116054504,45.7237301283644,44.9456417588132,0.993236975134712,0.975035244567415,0.98074996802364,0.99870671262104,0.98074996802364,0.99870671262104,0.931858611996185,0.962308609527063,0.931858611996185,0.962308609527063,0.948875746603231,0.943649217750905
"106","asm23ab",10,"PASS","*","GRCh38_notinAllTandemRepeatsandHomopolymers_slop5.bed.gz",120179,2420923005,1531,15670,0.98009,178804,175244,102080,73000,105402,73234,111015,75821,187013,43967,2420923005,16374,2357,0.98786,3040227,3003319,1815519,1186675,1850914,1188172,1948007,1232905,3182125,50.4188413961164,46.0518238706792,44.6978066896244,52.8299045429603,52.4421205208626,46.72266520161,46.1075055113641,45.770755235821,45.1994182491239,0.993245899072668,0.988652379141406,0.980877015355657,0.998740081402356,0.980877015355657,0.998740081402356,0.931987924068035,0.962503193676723,0.931987924068035,0.962503193676723,0.948954865066583,0.943809246965471
"107","asm23ab",10,"PASS","*","GRCh38_notinalldifficultregions.bed.gz",101579,2135763152,1240,13066,0.981255,151191,148357,86632,61623,89294,61792,93382,63479,156970,14506,2135763152,12541,581,0.989677,2636782,2609563,1581587,1027258,1608143,1027911,1679831,1056615,2737217,54.6903541196091,46.237791520087,45.6580697937126,64.894469949659,63.3722053037519,46.8970318003716,46.2911331664532,46.8287005365106,46.2069047049504,0.994433366125831,0.989457044400791,0.983486543174332,0.999364730993248,0.983486543174332,0.999364730993248,0.941515545313785,0.97221599163366,0.941515545313785,0.97221599163366,0.957945241462405,0.953363580600296
"108","asm23ab",10,"PASS","*","GRCh38_notinalllowmapandsegdupregions.bed.gz",210795,2397123045,24368,41432,0.911635,490170,446856,248230,174110,274387,182113,286578,186981,508374,22106,2397123045,15108,3696,0.988932,2990341,2957244,1792783,1163391,1824585,1164668,1906582,1198078,3105816,53.3621015704115,43.5686001741185,43.1354896947187,61.619432538009,58.3574638458079,45.193672964227,44.1021151180284,45.0958795724632,43.9420771719804,0.993984298111821,0.961348103719118,0.982570283105473,0.998903550196279,0.982570283105473,0.998903550196279,0.940312559333928,0.971047794884807,0.940312559333928,0.971047794884807,0.957027718319437,0.952163296215874
"109","asm23ab",10,"PASS","*","GRCh38_notinsegdups.bed.gz",213856,2458512489,24463,42072,0.91234,496716,453174,251890,176711,278255,184726,290683,189683,515250,23214,2458512489,16042,3754,0.988693,3122352,3087049,1870764,1215126,1904744,1216427,1991334,1251461,3244048,53.2595243436384,43.6158097502513,43.1682581476633,61.5793035608401,58.3606213357858,45.2343775632897,44.1433849110851,45.1347678462572,43.9819622376028,0.993831252850415,0.961589721289429,0.982160332307124,0.998930474249585,0.982160332307124,0.998930474249585,0.939452648325193,0.970965935015154,0.939452648325193,0.970965935015154,0.956549039964883,0.951603983664853
"110","asm23ab",10,"PASS","*","GRCh38_segdups.bed.gz",10259,83882523,311,1373,0.917463,8578,7870,4235,3445,4743,3567,6034,4485,10856,28359,83882523,2205,1759,0.936471,93139,87222,48325,38851,53422,39670,69291,51943,121288,37.7201056765392,42.1359645045126,36.3791170205782,38.3740065781896,38.0716336086592,42.9146735155244,42.2696570366935,37.0658253312409,36.6717021839195,0.960145588851072,0.953718815574726,0.904589869342219,0.97935467607764,0.904589869342219,0.97935467607764,0.697421021489082,0.747954488574014,0.697421021489082,0.747954488574014,0.737311193193061,0.719131323791307
"111","asm3a",10,"PASS","*","*",234572,2547086584,172543,50340,0.367749,524812,192999,31,192937,296018,193599,296733,194170,526124,1053555,2547086584,1009125,5096,0.386544,3349639,1294784,2,1294782,2051828,1296506,2060663,1303410,3365381,36.8441649146828,43.3679753326937,35.9711502057424,51.1230559055437,50.59397390761,56.3929634536856,49.144789242553,49.9930771375903,46.7989132159893,0.687808148878133,0.696519896648705,9.7474057279655e-07,0.998670272254814,9.7474057279655e-07,0.998670272254814,9.70561416398509e-07,0.993380440536746,9.70561416398509e-07,0.993380440536746,0.684590838303301,0.384736230459493
"112","asm3a",10,"PASS","*","GRCh38_AllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz",88974,62855669,77038,10695,0.37228,229932,85599,9,85581,127552,85911,127693,86040,230208,29202,62855669,28220,415,0.386484,99735,38546,0,38546,61025,38646,61112,38714,99890,36.3396185217081,31.5011133323387,30.2684516282707,53.4579138990505,51.0726296101101,50.0560266729923,40.2251563866936,48.4217602265861,39.8817916859082,0.669434000100266,0.707326513925856,0,0.99741241008125,0,0.99741241008125,0,0.995660484579222,0,0.995660484579222,0.668395234758234,0.385884472920212
"113","asm3a",10,"PASS","*","GRCh38_HG002_GIABv4.1_notin_complexandSVs_alldifficultregions.bed.gz",71825,2122523461,42744,25261,0.403553,145329,58648,0,58648,86679,58650,86734,58695,145429,758748,2122523461,758119,188,0.386152,2510202,969319,0,969319,1540875,969327,1541633,969978,2511611,37.4778493569774,47.7160686035251,37.0850468591854,69.8344390554866,68.2923184957123,60.4581913210479,51.6427315861303,59.9837096081605,51.5497984321283,0.688166928398591,0.697672178298894,0,0.999991746851166,0,0.999991746851166,0,0.9993206031477,0,0.9993206031477,0.687780870524934,0.385935162730216
"114","asm3a",10,"PASS","*","GRCh38_MHC.bed.gz",922,4664474,731,178,0.311136,1787,556,0,556,1045,574,1045,574,1787,8163,4664474,8056,25,0.367816,19923,7328,0,7328,12270,7369,12270,7369,19923,30.5798287580502,40.0510175125081,30.1150774066039,50.5601881992072,49.4044889461923,58.558893199976,46.8879930505671,49.9210906701559,44.9561640822818,0.772172865532299,0.720201454952434,0,0.994436151445244,0,0.994436151445244,0,0.994436151445244,0,0.994436151445244,0.772172865532299,0.367816091954023
"115","asm3a",10,"PASS","*","GRCh38_notinAllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz",146029,2479539351,95864,39696,0.363648,295698,107530,22,107486,169008,107818,169583,108260,296736,1024355,2479539351,980907,4681,0.386545,3249916,1256240,2,1256238,1990811,1257862,1999559,1264698,3265503,36.849505091008,45.3096188953298,36.2707262468708,51.0693880647057,50.574312109391,56.7549580091906,49.9500018414126,50.0311823770914,47.2406483749594,0.688370714812321,0.687843678347503,1.00461570686519e-06,0.998708920374413,1.00461570686519e-06,0.998708920374413,1.00022054863097e-06,0.993310655982693,1.00022054863097e-06,0.993310655982693,0.685084962408548,0.384700304975987
"116","asm3a",10,"PASS","*","GRCh38_notinAllTandemRepeatsandHomopolymers_slop5.bed.gz",95412,2420923008,54474,32161,0.404521,186213,75327,0,75327,110560,75477,111025,75819,187021,996289,2420923008,955024,3560,0.38671,3166806,1224635,0,1224635,1939409,1226186,1948048,1232911,3182173,36.866256382573,47.0540797406279,36.4690726544758,51.0861202844391,50.6942912412279,57.4166487521156,50.728843519046,50.1772616721778,47.7012330615376,0.688283083965358,0.697056596478227,0,0.998735102178625,0,0.998735102178625,0,0.993287431128443,0,0.993287431128443,0.684959302966872,0.38484237029225
"117","asm3a",10,"PASS","*","GRCh38_notinalldifficultregions.bed.gz",77175,2135763154,46019,27328,0.404009,156858,63372,0,63372,93321,63428,93382,63478,156969,827494,2135763154,826750,299,0.385935,2735681,1055796,0,1055796,1679022,1055889,1679855,1056621,2737247,37.1281823202,47.4310644733919,36.7409337675019,69.8222307451239,67.5901014994745,60.4761115638852,51.3704139032584,59.9985019267613,51.2679240243614,0.68814529179389,0.697388721008811,0,0.999911922560042,0,0.999911922560042,0,0.999219209158251,0,0.999219209158251,0.687751598595231,0.385714551883699
"118","asm3a",10,"PASS","*","GRCh38_notinalllowmapandsegdupregions.bed.gz",220793,2397123053,167735,47134,0.366874,508082,186402,31,186340,286431,186846,286581,186982,508379,941011,2397123053,938568,1646,0.385629,3104041,1197009,2,1197007,1905645,1197240,1906608,1198084,3105849,37.0712562401083,43.3673502373206,36.1558745679246,67.7926200278095,62.9279685720363,59.0810527432789,49.5596944877829,58.5328642877629,49.3641951599908,0.687998966508496,0.69700756964427,1.04951341934096e-06,0.99980538572049,1.04951341934096e-06,0.99980538572049,1.04898332536106e-06,0.999101064699971,1.04898332536106e-06,0.999101064699971,0.687598463415317,0.38540476372161
"119","asm3a",10,"PASS","*","GRCh38_notinsegdups.bed.gz",224301,2458512497,169834,48401,0.367212,514959,189099,31,189037,290541,189544,290696,189684,515265,983235,2458512497,980657,1690,0.385648,3242108,1250314,2,1250312,1990301,1250554,1991366,1251467,3244087,36.9904508624323,43.4087120608177,36.0980232874136,67.4328945010332,62.8041950286454,59.0880000990728,49.5556896055236,58.4946772953468,49.3548483141466,0.688123591194371,0.697012771890578,1.00487313225487e-06,0.999806485765509,1.00487313225487e-06,0.999806485765509,1.00433571729155e-06,0.999077083135232,1.00433571729155e-06,0.999077083135232,0.687703813122151,0.385413214873707
"120","asm3a",10,"PASS","*","GRCh38_segdups.bed.gz",10273,83882523,2711,1939,0.395776,9849,3898,0,3898,5474,4053,6034,4484,10855,70320,83882523,28468,3406,0.413555,107531,44470,0,44470,61527,45952,69297,51943,121294,33.7762261820153,42.130041921531,33.1840415798317,36.398503186602,36.0298526361993,44.7473339675784,43.4606480724073,35.8056828452041,35.3085146937288,0.678297421208768,0.671032592141334,0,0.967748955431755,0,0.967748955431755,0,0.856130758716285,0,0.856130758716285,0.601332300031329,0.366629841542038
"121","asm4a",10,"PASS","*","*",233867,2547077196,171662,46098,0.367394,523873,192468,24,192420,295515,193217,296733,194170,526124,1131675,2547077196,1006923,11263,0.385988,3342626,1290215,1,1290214,2048214,1293107,2060662,1303410,3365380,36.5335038135528,43.3810315864145,35.7176704100073,46.5211833400985,46.1102458640854,55.0005744460224,49.1324680886545,45.944805061081,44.3533037273869,0.687225552604449,0.695073042512212,4.88230233754871e-07,0.997762752811639,4.88230233754871e-07,0.997762752811639,4.85280943696734e-07,0.989875787357777,4.85280943696734e-07,0.989875787357777,0.682579084679888,0.38337869720507
"122","asm4a",10,"PASS","*","GRCh38_AllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz",88376,62855669,76398,10051,0.371981,229584,85401,11,85379,127368,85771,127692,86040,230207,30249,62855669,28208,498,0.38649,99586,38489,0,38489,60942,38580,61114,38714,99892,36.1866342688915,31.5304010779753,30.2519822336261,49.1100852273481,47.8953144408189,48.144927341425,40.2099014004977,45.5904497400708,39.5265741305398,0.66974273492258,0.704748588751829,0,0.997641264904095,0,0.997641264904095,0,0.994188148990029,0,0.994188148990029,0.667691106394906,0.385306130621071
"123","asm4a",10,"PASS","*","GRCh38_HG002_GIABv4.1_notin_complexandSVs_alldifficultregions.bed.gz",64445,2122523462,42505,21738,0.403578,145169,58587,0,58587,86581,58588,86734,58695,145429,758482,2122523462,758036,200,0.386142,2507093,968095,0,968095,1538996,968097,1541631,969978,2511609,37.479372164839,48.1869326719569,37.1252118358516,72.3694738811773,69.7854763650897,73.2253112577449,52.8664587198242,69.7660448122297,52.7790599579664,0.688498990663689,0.696374570328376,0,0.999997934091315,0,0.999997934091315,0,0.998058718857541,0,0.998058718857541,0.687261034659455,0.385448133049372
"124","asm4a",10,"PASS","*","GRCh38_MHC.bed.gz",884,4664474,700,175,0.313097,1779,557,0,557,1040,571,1045,574,1787,7350,4664474,7299,20,0.367856,19823,7292,0,7292,12205,7334,12270,7369,19923,31.0354533322024,40.2338040729137,30.5422180964297,54.7847097847017,52.622624962065,60.1559016286512,47.050148492949,53.6777268097648,45.987648100327,0.736064167885789,0.706576728499157,0,0.994273247886556,0,0.994273247886556,0,0.989550821006921,0,0.989550821006921,0.732369623048738,0.366009135170406
"125","asm4a",10,"PASS","*","GRCh38_notinAllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz",145945,2479539351,95612,36099,0.363244,295102,107194,13,107168,168686,107574,169582,108260,296735,1101427,2479539351,978716,10765,0.385972,3243054,1251728,1,1251727,1987282,1254529,1999558,1264698,3265502,36.5344528230341,45.3121177984847,35.9940500959119,46.463924205305,46.0651750543616,55.4207403923277,49.9354818428209,45.9441047765371,44.5724445523896,0.687760364150582,0.687240344016645,5.03199847832366e-07,0.997766492444575,5.03199847832366e-07,0.997766492444575,5.00110524425898e-07,0.989743796542732,5.00110524425898e-07,0.989743796542732,0.683032501587811,0.383318705669144
"126","asm4a",10,"PASS","*","GRCh38_notinAllTandemRepeatsandHomopolymers_slop5.bed.gz",95172,2420923008,54184,28817,0.404024,185833,75081,0,75081,110359,75297,111025,75819,187021,1071868,2420923008,952635,9587,0.386134,3160093,1220219,0,1220219,1935980,1222902,1948046,1232911,3182171,36.5486966806341,47.0650177764287,36.1792523193446,46.4501818077954,46.0861450227105,55.9968471114416,50.7235424603366,45.9930307368668,44.8029153556271,0.687591789228988,0.695597660264861,0,0.997806038423357,0,0.997806038423357,0,0.989705664074698,0,0.989705664074698,0.682821256305836,0.383454880331698
"127","asm4a",10,"PASS","*","GRCh38_notinalldifficultregions.bed.gz",69685,2135763155,45873,23609,0.404009,156687,63303,0,63303,93216,63362,93382,63478,156969,827425,2135763155,826842,333,0.385933,2732309,1054488,0,1054488,1676968,1054570,1679852,1056621,2737244,37.1285444707043,47.8744378131899,36.7773738795463,72.3264307702463,68.6491453093766,73.2308704778346,52.5378721181695,69.7448488368384,52.4328226324838,0.688549501538808,0.696777652262153,0,0.999922243189167,0,0.999922243189167,0,0.99798130076915,0,0.99798130076915,0.687308109909091,0.385237121718049
"128","asm4a",10,"PASS","*","GRCh38_notinalllowmapandsegdupregions.bed.gz",210712,2397123054,167090,41945,0.366859,507437,186158,24,186110,286057,186624,286582,186982,508380,940444,2397123054,938411,1489,0.38563,3100165,1195518,1,1195517,1903288,1195720,1906606,1198084,3105847,37.0738738434964,43.5703105507485,36.1958614291057,69.4512142466006,63.725829457202,64.5618726175215,50.4101475094105,63.3417176580976,50.2123197724151,0.688327556759076,0.696141589990482,5.25406559595815e-07,0.999830227812531,5.25406559595815e-07,0.999830227812531,5.24492212864116e-07,0.997857412335028,5.24492212864116e-07,0.997857412335028,0.687068294091757,0.384924949619218
"129","asm4a",10,"PASS","*","GRCh38_notinsegdups.bed.gz",213965,2458512498,169125,43108,0.367199,514301,188851,24,188803,290159,189317,290696,189684,515265,982222,2458512498,979962,1533,0.385647,3238066,1248751,1,1248750,1987849,1248964,1991365,1251467,3244086,36.9949275874151,43.6135967798984,36.1390333781106,68.3016800519953,63.3759397691117,64.5315452837724,50.4003681213564,63.0094388731985,50.1868150892968,0.688285229516631,0.696043756477238,5.03056318664043e-07,0.999828657991744,5.03056318664043e-07,0.999828657991744,5.02168110818459e-07,0.99782894794669,5.02168110818459e-07,0.99782894794669,0.687007989307312,0.384931533874256
"130","asm4a",10,"PASS","*","GRCh38_segdups.bed.gz",19901,83882522,2536,2990,0.377822,9568,3615,0,3615,5353,3898,6034,4484,10855,149453,83882522,26961,9730,0.396557,104560,41464,0,41464,60365,44143,69297,51943,121294,30.5019683794692,39.2582657538513,29.9590601631519,31.7253870497025,31.3659374940404,40.6709362172816,39.8502668744305,31.2042951574447,30.7901726691147,0.654408951798011,0.642872073578595,0,0.939310876016582,0,0.939310876016582,0,0.79825963074909,0,0.79825963074909,0.564125183438587,0.341847082295909
"131","asm4bc",10,"PASS","*","*",581921,2547022469,25025,46796,0.920071,518557,477109,263605,184728,292513,191178,296723,194170,526114,224563,2547022469,91466,11491,0.944812,3301768,3119549,1845455,1273013,2024311,1276164,2060653,1303410,3365371,43.5572457032178,39.4219874182548,38.0046701609457,46.2210776843641,45.8289450524032,39.9940744831733,39.6128867334135,39.0654776996678,38.6821808701965,0.972513816839948,0.968329421837908,0.911645987202559,0.997530881610827,0.911645987202559,0.997530881610827,0.895568055368856,0.976678865437583,0.895568055368856,0.976678865437583,0.954134031582254,0.926955453054061
