"","assembly","dipcall_contig","Filter","Subtype","Subset","INDEL.QUERY.FP","INDEL.Subset.IS_CONF.Size","INDEL.FP.gt","INDEL.FP.al","INDEL.Recall","INDEL.TRUTH.TOTAL","INDEL.TRUTH.TP","INDEL.TRUTH.TP.het","INDEL.TRUTH.TP.homalt","INDEL.TRUTH.TOTAL.het","INDEL.TRUTH.TOTAL.homalt","INDEL.ntTRUTH.TOTAL.het","INDEL.ntTRUTH.TOTAL.homalt","INDEL.ntTRUTH.TOTAL","SNP.QUERY.FP","SNP.Subset.IS_CONF.Size","SNP.FP.gt","SNP.FP.al","SNP.Recall","SNP.TRUTH.TOTAL","SNP.TRUTH.TP","SNP.TRUTH.TP.het","SNP.TRUTH.TP.homalt","SNP.TRUTH.TOTAL.het","SNP.TRUTH.TOTAL.homalt","SNP.ntTRUTH.TOTAL.het","SNP.ntTRUTH.TOTAL.homalt","SNP.ntTRUTH.TOTAL","QV_dip_snp","QV_dip_indel","QV_dip_snp_indel","QV_hap_snp","QV_ignoreGT_snp","QV_hap_indel","QV_ignoreGT_indel","QV_hap_snp_indel","QV_ignoreGT_snp_indel","SNP.Recall_ignoreGT","INDEL.Recall_ignoreGT","SNP.Recall.het","SNP.Recall.hom","INDEL.Recall.het","INDEL.Recall.hom","SNP.Recall.het.TOTALnontarget","SNP.Recall.hom.TOTALnontarget","INDEL.Recall.het.TOTALnontarget","INDEL.Recall.hom.TOTALnontarget","SNP.Recall_ignoreGT.TOTALnontarget","SNP.Recall.TOTALnontarget"
"1","asm10ab",10,"PASS","*","*",40829,2547040186,12434,7161,0.957681,520542,498513,277136,190517,293819,191765,296722,194171,526114,167878,2547040186,45782,10971,0.972143,3314127,3221807,1942156,1278407,2032482,1280345,2060642,1303409,3365358,44.8207200613476,50.9609704963415,43.8752877729692,46.612540187971,46.2036435656499,53.8003397975421,52.5382391975589,45.8531231546104,45.2955526472066,0.985957689611774,0.981567289479043,0.955558770016167,0.998486345477196,0.955558770016167,0.998486345477196,0.942500444036373,0.980817993431072,0.942500444036373,0.980817993431072,0.970948410243427,0.957344508370283
"2","asm10ab",10,"PASS","*","GRCh38_AllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz",13387,62855663,5876,2585,0.956236,228499,218499,119472,84376,126856,85269,127695,86040,230210,3101,62855663,1338,271,0.971154,99043,96186,57855,38271,60643,38336,61109,38713,99886,46.0787264110427,39.7269114395331,38.8220642857044,49.2560558420495,48.5312209504228,44.0687999983852,42.2367664536139,42.9197469458211,41.3210731578181,0.984663227083186,0.981951780970595,0.954026021140115,0.998304465776294,0.954026021140115,0.998304465776294,0.946750887757941,0.988582646656162,0.946750887757941,0.988582646656162,0.976353042468414,0.96295777185992
"3","asm10ab",10,"PASS","*","GRCh38_HG002_GIABv4.1_notin_complexandSVs_alldifficultregions.bed.gz",5808,2122523462,2125,1209,0.970921,144607,140402,82094,58308,86292,58315,86735,58695,145430,34652,2122523462,33215,118,0.973192,2497497,2430544,1466564,963980,1533511,963986,1541626,969978,2511604,50.8815418949414,58.6385588752907,50.2085661678633,65.0763769967475,64.7042572708689,62.3448279992801,60.616807763662,60.4889965251832,59.1861253424528,0.986491275064595,0.985616187321499,0.956343971448526,0.999993775843218,0.956343971448526,0.999993775843218,0.951309850767955,0.993816354597733,0.951309850767955,0.993816354597733,0.980950420528077,0.967725803908578
"4","asm10ab",10,"PASS","*","GRCh38_MHC.bed.gz",52,4664474,9,27,0.982614,1783,1752,1032,562,1043,572,1045,574,1787,90,4664474,13,14,0.998793,19888,19864,12231,7352,12249,7356,12263,7369,19915,50.1559016286512,52.5382932866964,48.1754432792138,51.7049212285086,50.8334194713196,57.6571268964852,53.3636421672485,50.72205581014,48.9065142625682,0.999446902654867,0.987661245092541,0.998530492285085,0.999456226209897,0.998530492285085,0.999456226209897,0.997390524341515,0.997693038404125,0.997390524341515,0.997693038404125,0.998091890534773,0.997439116244037
"5","asm10ab",10,"PASS","*","GRCh38_notinAllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz",27529,2479539349,6576,4607,0.958728,292859,280772,158162,106269,167504,106626,169574,108261,296728,164777,2479539349,44444,10700,0.972174,3215090,3125627,1884303,1240138,1971841,1242011,1999535,1264698,3265478,44.7850440872939,52.5561056458374,44.1140816581643,46.5545970205776,46.1501625622085,54.8198950579059,53.7415478738278,45.95102843702,45.4530187054163,0.985997592602384,0.981182070552723,0.955605954029762,0.998491961826425,0.955605954029762,0.998491961826425,0.942370601164771,0.980580344082145,0.942370601164771,0.980580344082145,0.97078314415225,0.957172885562236
"6","asm10ab",10,"PASS","*","GRCh38_notinAllTandemRepeatsandHomopolymers_slop5.bed.gz",20690,2420923008,2723,3041,0.970058,184258,178741,104158,74418,109498,74584,111015,75820,187012,160534,2420923008,43191,10133,0.9722,3132699,3045609,1835630,1208824,1920845,1210648,1948025,1232911,3182149,44.7944394649328,53.6925048290242,44.2679526158852,46.5477567755591,46.1555378634038,55.1106753628377,54.3053540576428,45.9816728098325,45.5368107952534,0.985986843932341,0.984836479284482,0.95563671196791,0.998493368840489,0.95563671196791,0.998493368840489,0.942303101859576,0.980463310003723,0.942303101859576,0.980463310003723,0.970664792880535,0.957091889788945
"7","asm10ab",10,"PASS","*","GRCh38_notinalldifficultregions.bed.gz",6054,2135763155,2271,1301,0.970852,156066,151517,88417,62999,92898,63059,93383,63478,156970,37417,2135763155,35963,129,0.97338,2721864,2649408,1598670,1050012,1671023,1050073,1679847,1056621,2737239,50.5751412176505,58.4854066907612,49.9238345494943,65.0836720742384,64.6801867917365,62.3578130853396,60.5274674440393,60.500002088823,59.1150051179518,0.986592643864646,0.985403611292658,0.956701373948773,0.999941908800626,0.956701373948773,0.999941908800626,0.951675956203154,0.993745155547732,0.951675956203154,0.993745155547732,0.981050978741717,0.967912557142434
"8","asm10ab",10,"PASS","*","GRCh38_notinalllowmapandsegdupregions.bed.gz",23917,2397123054,11974,5067,0.958358,505472,484423,269129,184725,285099,185761,286581,186982,508379,42604,2397123054,40495,366,0.973574,3088518,3006902,1815227,1190569,1896683,1190682,1906597,1198084,3105837,50.5126994834531,53.0201362082928,48.5776155507928,64.3942293724824,63.5664374461875,58.4338445634322,56.0360689205448,57.4526344364663,55.3298218323825,0.986685847386999,0.982046483286908,0.957053445409697,0.999905096406933,0.957053445409697,0.999905096406933,0.952076920293067,0.993727484884198,0.952076920293067,0.993727484884198,0.981183816150043,0.968145462881664
"9","asm10ab",10,"PASS","*","GRCh38_notinsegdups.bed.gz",24197,2458512498,12076,5135,0.958524,512301,491053,273025,187398,289186,188434,290686,189684,515255,44861,2458512498,42294,420,0.973627,3225892,3140816,1896069,1243547,1980970,1243672,1991350,1251467,3244070,50.3983346581204,53.0794089157441,48.5248841953632,63.5987037162232,62.8227654738713,58.4747383475694,56.0816396482843,57.3108895841066,55.2473975220141,0.986737931710051,0.982096462821662,0.957141703306966,0.999899491184171,0.957141703306966,0.999899491184171,0.952152559821227,0.993671427213023,0.952152559821227,0.993671427213023,0.981208790192567,0.968171463624398
"10","asm10ab",10,"PASS","*","GRCh38_segdups.bed.gz",16634,83882514,359,2027,0.905063,8237,7455,4108,3117,4630,3329,6033,4485,10855,123017,83882514,3488,10551,0.917901,88235,80991,46087,34860,51512,36673,69292,51942,121288,31.3473630193819,40.0370473652315,30.796573837665,31.8736260034407,31.4722814753269,40.7094752721534,40.1318043643029,31.3399908245569,30.9178887173529,0.957431858106194,0.948646351827122,0.894684733654294,0.950563084558122,0.894684733654294,0.950563084558122,0.665112855740922,0.671133187016287,0.665112855740922,0.671133187016287,0.696515731152299,0.66775773365873
"11","asm12",10,"PASS","*","*",7114820,2547072170,104110,780318,0.222792,523273,116581,28,116525,294993,193213,296733,194170,526124,1354943,2547072170,1002045,74524,0.377603,3339415,1260974,2,1260972,2043964,1294150,2060662,1303410,3365380,35.7515022070435,28.5490732910533,27.7919998819703,42.6244257638275,41.5942204925236,29.1255587412227,28.6130924354665,28.9357258803828,28.3998058543694,0.67766929237606,0.421751170039348,9.78490814906721e-07,0.974363095468068,9.78490814906721e-07,0.974363095468068,9.70561887393469e-07,0.967440789927958,9.70561887393469e-07,0.967440789927958,0.672440853633171,0.374689931003334
"12","asm12",10,"PASS","*","GRCh38_AllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz",1942469,62855664,30860,289717,0.091367,229274,20948,11,20926,127134,85737,127700,86052,230229,150790,62855664,21517,36473,0.286791,99414,28511,0,28511,60780,38570,61111,38714,99889,29.2100187304099,18.1102031765905,17.7855144711069,31.3182643803213,29.8786658678335,18.8935248260375,18.179753477061,18.6518829262043,17.8955651890794,0.503228921479872,0.225965438732695,0,0.739201451905626,0,0.739201451905626,0,0.736451929534535,0,0.736451929534535,0.500835927879947,0.28542682377439
"13","asm12",10,"PASS","*","GRCh38_HG002_GIABv4.1_notin_complexandSVs_alldifficultregions.bed.gz",4240988,2122523458,35828,354013,0.372296,144858,53930,0,53930,86376,58482,86737,58703,145440,893691,2122523458,762007,19290,0.38005,2501502,950696,0,950696,1535079,966423,1541630,969979,2511609,36.7669511004971,30.0041545079019,29.1736919600904,45.7713936676787,45.0834948431436,30.4229239824932,30.0409996970389,30.2979913938386,29.9070869391811,0.684669850353907,0.619627497273192,0,0.983726587632952,0,0.983726587632952,0,0.980120188169022,0,0.980120188169022,0.68191466107981,0.378520701271575
"14","asm12",10,"PASS","*","GRCh38_MHC.bed.gz",13331,4664474,486,2637,0.251259,1787,449,0,449,1045,574,1045,574,1787,7071,4664474,6492,238,0.361008,19922,7192,0,7192,12270,7368,12270,7369,19923,31.2035183506045,28.4496994388138,26.6015992907517,44.3707829331194,42.07154108577,29.6089201092735,28.6109856370207,29.4662137997555,28.4195072881981,0.686878827426965,0.523223279238948,0,0.976112920738328,0,0.976112920738328,0,0.975980458678247,0,0.975980458678247,0.686844350750389,0.36098981077147
"15","asm12",10,"PASS","*","GRCh38_notinAllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz",5172995,2479539345,73344,491034,0.324574,294851,95701,17,95667,168410,107630,169590,108272,296757,1204175,2479539345,980528,38073,0.380389,3240013,1232465,2,1232463,1983191,1255583,1999558,1264699,3265503,36.1471139314008,29.8165894103431,28.9077300528582,44.268838707183,43.4583792274953,30.3183038217485,29.8786054395923,30.1468566738989,29.6922022086934,0.683019790352693,0.57332347524682,1.008475734309e-06,0.981586243203357,1.008475734309e-06,0.981586243203357,1.0002210488518e-06,0.974510931059485,1.0002210488518e-06,0.974510931059485,0.677688245884325,0.377419650203966
"16","asm12",10,"PASS","*","GRCh38_notinAllTandemRepeatsandHomopolymers_slop5.bed.gz",4958050,2420923002,45353,444234,0.372571,185696,69185,0,69185,110175,75344,111028,75829,187034,1161051,2420923002,956309,29308,0.380795,3157355,1202306,0,1202306,1932164,1223984,1948047,1232912,3182173,36.2015967563685,29.8970007034749,28.9832335090478,44.4089720682878,43.7380403116182,30.3485280627397,29.9369099347523,30.181283938171,29.7595829792741,0.683678268677421,0.616803808374979,0,0.982288984169728,0,0.982288984169728,0,0.975175843855847,0,0.975175843855847,0.678346211849576,0.377825467062916
"17","asm12",10,"PASS","*","GRCh38_notinalldifficultregions.bed.gz",4272943,2135763149,38554,374971,0.372678,156344,58266,0,58266,92992,63243,93384,63487,156980,963184,2135763149,829665,20882,0.379781,2725935,1035257,0,1035257,1672554,1052615,1679853,1056622,2737246,36.4687382481683,29.9985598500146,29.1157291284496,45.7890200962456,45.0504001347249,30.4406126644878,30.0379233169231,30.3156783105026,29.9030960210436,0.68414030415252,0.619275443892954,0,0.983509640276834,0,0.983509640276834,0,0.979779902368113,0,0.979779902368113,0.681313261577513,0.378211165529149
"18","asm12",10,"PASS","*","GRCh38_notinalllowmapandsegdupregions.bed.gz",6769634,2397123044,100584,740215,0.219529,506420,111174,28,111118,285432,186303,286582,186984,508383,1225649,2397123044,931754,67725,0.376134,3092520,1163203,2,1163201,1897930,1193438,1906606,1198084,3105847,35.9235420733025,28.50155133341,27.7788648196104,43.262853245146,42.125281250104,29.0775095848703,28.5665634907107,28.914919124812,28.3792735783062,0.677427146792907,0.418146992614826,1.05377964413861e-06,0.974663954055426,1.05377964413861e-06,0.974663954055426,1.04898442572823e-06,0.970884345338056,1.04898442572823e-06,0.970884345338056,0.674520348233509,0.374520380430845
"19","asm12",10,"PASS","*","GRCh38_notinsegdups.bed.gz",6912348,2458512488,102123,759814,0.220867,513268,113364,28,113308,289526,188989,290696,189684,515265,1272035,2458512488,973102,68929,0.376309,3230128,1215527,2,1215525,1982267,1246614,1991365,1251467,3244086,35.8720335321731,28.5207681985087,27.7871646967613,43.2996702539265,42.1612855369637,29.0991753733062,28.585409536797,28.9371407210662,28.3988424782504,0.677567266684169,0.419833303459401,1.00894581809615e-06,0.975061245902902,1.00894581809615e-06,0.975061245902902,1.00433622163692e-06,0.971280105667988,1.00433622163692e-06,0.971280105667988,0.674651966686457,0.374690128436792
"20","asm12",10,"PASS","*","GRCh38_segdups.bed.gz",202479,83882521,1984,20507,0.321468,10001,3215,0,3215,5464,4222,6034,4484,10855,82908,83882521,28943,5595,0.41585,109287,45447,0,45447,61697,47536,69297,51943,121294,33.061050311809,29.1832148264346,27.6926728374365,35.4012538252396,34.9258928851577,29.6945791873971,29.2259792337759,28.6608523918947,28.1908194706906,0.680684802401017,0.51984801519848,0,0.95605435880175,0,0.95605435880175,0,0.874939837899236,0,0.874939837899236,0.61330321367916,0.374684650518575
"21","asm13",10,"PASS","*","*",277305,2547011512,152632,111650,0.367002,517354,189870,32,189806,292050,190571,296733,194170,526124,1158803,2547011512,972933,92972,0.385874,3293903,1271033,1,1271032,2019924,1272687,2060668,1303411,3365387,36.4305129269043,42.6410320328233,35.4987380206493,47.3905453938594,44.3785160462026,55.9234986300083,46.1128849355013,46.8207883127067,42.1493915936946,0.681248354915126,0.662026388121093,4.95068131276226e-07,0.998699601708826,4.95068131276226e-07,0.998699601708826,4.85279530715283e-07,0.975158257832717,4.85279530715283e-07,0.975158257832717,0.666777996111591,0.37767810953094
"22","asm13",10,"PASS","*","GRCh38_AllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz",88420,62855666,68744,18020,0.371774,227146,84447,12,84423,126051,84827,127696,86040,230211,42314,62855666,28535,12149,0.386427,98487,38058,0,38058,60286,38137,61160,38714,99938,34.7289034634954,31.5282391749992,29.8298587880508,48.8718682366582,39.6015672793219,48.8031409562092,38.0543761418248,45.8270686897074,35.7491339385433,0.67616030542102,0.674416454615093,0,0.997928520859008,0,0.997928520859008,0,0.983055225499819,0,0.983055225499819,0.6663431327423,0.380816105985711
"23","asm13",10,"PASS","*","GRCh38_HG002_GIABv4.1_notin_complexandSVs_alldifficultregions.bed.gz",100749,2122523461,38317,61690,0.403186,143755,57960,0,57960,85790,57965,86736,58696,145432,790200,2122523461,733457,52351,0.386112,2483163,958779,0,958779,1524353,958810,1541666,969978,2511644,37.3014546967107,46.2464175083995,36.780296502978,59.8522016357446,48.7397020181885,67.5747858973747,48.3247524730207,59.1742663068107,45.5169733441742,0.681484058839472,0.669729748530486,0,0.999967668255442,0,0.999967668255442,0,0.988454377315774,0,0.988454377315774,0.673756312598441,0.381733637410397
"24","asm13",10,"PASS","*","GRCh38_MHC.bed.gz",1218,4664474,660,549,0.311834,1783,556,0,556,1042,573,1045,574,1787,7632,4664474,7182,446,0.367672,19890,7313,0,7313,12255,7351,12270,7369,19923,30.871943106084,38.8418538400758,30.2288940160661,63.6777268097648,43.166201585291,60.1559016286512,42.2319847336686,58.558893199976,39.6637214019493,0.72875816993464,0.681996634885025,0,0.994830635287716,0,0.994830635287716,0,0.992400597095942,0,0.992400597095942,0.727551071625759,0.367063193294183
"25","asm13",10,"PASS","*","GRCh38_notinAllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz",189290,2479539346,84208,93670,0.362687,291022,105550,20,105510,166539,105872,169586,108260,296739,1116494,2479539346,944400,80826,0.385848,3195499,1232977,1,1232976,1959717,1234552,1999587,1264699,3265532,36.4754460631766,44.1827332861806,35.7952965703321,47.3508246611936,44.596352707889,56.3803923686288,46.7387266983459,46.8391513984851,42.5264537678985,0.681388728333196,0.652040051954835,5.10277759492825e-07,0.998723423557695,5.10277759492825e-07,0.998723423557695,5.00103271325529e-07,0.974916561173845,5.00103271325529e-07,0.974916561173845,0.666775582049112,0.377573087631663
"26","asm13",10,"PASS","*","GRCh38_notinAllTandemRepeatsandHomopolymers_slop5.bed.gz",135770,2420923006,48581,77726,0.403432,183119,73876,0,73876,108901,74043,111028,75819,187024,1079837,2420923006,918872,72573,0.38603,3113804,1202021,0,1202021,1909101,1203505,1948079,1232912,3182205,36.5165276896604,45.5220715520737,36.0021778093553,47.3859801264285,44.7827951928505,57.0898213311824,47.4454927658692,46.9442795193347,42.9028969321692,0.681126043900001,0.668729077812788,0,0.998766934910948,0,0.998766934910948,0,0.974944683805495,0,0.974944683805495,0.666485345852954,0.377732107139546
"27","asm13",10,"PASS","*","GRCh38_notinalldifficultregions.bed.gz",108761,2135763154,41291,66718,0.403521,155169,62614,0,62614,92379,62682,93384,63479,156972,860935,2135763154,799857,56661,0.385863,2706312,1044267,0,1044267,1661152,1044400,1679889,1056621,2737281,36.9561272173646,45.9410989345093,36.4394748134601,59.8545568623493,48.4469827785525,67.5436524490168,48.0147237533803,59.1717655332564,45.2151776138509,0.681415889963907,0.669624731744098,0,0.999872654155496,0,0.999872654155496,0,0.988308012049732,0,0.988308012049732,0.673706499259667,0.381497917093641
"28","asm13",10,"PASS","*","GRCh38_notinalllowmapandsegdupregions.bed.gz",256608,2397123050,148704,105144,0.36654,502606,184225,32,184161,283452,184753,286581,186983,508380,996078,2397123050,909626,80677,0.385561,3071245,1184152,1,1184151,1885696,1184403,1906615,1198084,3105856,36.8242697552789,42.7145013183744,35.8287809985172,59.1916833506936,47.4394527884122,62.3981124156833,46.4768277936093,57.4951679818279,43.9212237127408,0.681735908401967,0.662405542313462,5.30308172685311e-07,0.999787234581473,5.30308172685311e-07,0.999787234581473,5.2448973704707e-07,0.988370598388761,5.2448973704707e-07,0.988370598388761,0.674138788147293,0.381264295575841
"29","asm13",10,"PASS","*","GRCh38_notinsegdups.bed.gz",262084,2458512494,150553,108404,0.366885,509369,186880,32,186816,287489,187411,290696,189684,515265,1041712,2458512494,949563,83727,0.385544,3207491,1236630,1,1236629,1969298,1236950,1991371,1251467,3244092,36.7395474830695,42.7326190689608,35.7649277104587,57.6628717826773,47.2721178873056,61.9657453410904,46.4430681919892,56.2915803400551,43.827540290424,0.681589753486448,0.662452956501083,5.07795163555744e-07,0.99974049072315,5.07795163555744e-07,0.99974049072315,5.02166597786148e-07,0.988143514771065,5.02166597786148e-07,0.988143514771065,0.673899815418305,0.3811944914016
"30","asm13",10,"PASS","*","GRCh38_segdups.bed.gz",15224,83882518,2078,3247,0.374389,7981,2988,0,2988,4558,3158,6034,4484,10855,117091,83882518,23370,9245,0.398123,86413,34403,0,34403,50627,35737,69298,51944,121296,31.5617793932958,40.4217267910121,31.0309237324666,32.9796811286297,32.5286454052263,42.2911013012782,41.0590782643583,32.4984448974293,31.958578364535,0.668568386701075,0.634757549179301,0,0.962671740772868,0,0.962671740772868,0,0.66230941013399,0,0.66230941013399,0.476297652024799,0.283628479092468
"31","asm14ab",10,"PASS","*","*",21639,2547061033,6206,4455,0.981437,522935,513228,289898,191151,295107,192688,296723,194170,526114,72552,2547061033,4345,5350,0.997509,3328978,3320687,2034391,1285009,2041334,1286343,2060648,1303410,3365365,48.464199584824,53.7183216046209,47.3305993966459,49.0871569793392,48.7324039932283,56.6654612092622,55.1861899118524,48.3880706815587,47.8465532322619,0.998814651223288,0.993305095279528,0.996598792750231,0.998962951561131,0.996598792750231,0.998962951561131,0.987257891692322,0.98588241612386,0.987257891692322,0.98588241612386,0.988015267288986,0.986724174049472
"32","asm14ab",10,"PASS","*","GRCh38_AllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz",11516,62855661,3571,2930,0.976569,229608,224228,124794,84459,127406,85741,127695,86040,230210,1255,62855661,204,191,0.99609,99501,99112,60563,38487,60903,38534,61109,38714,99887,50.0073066770576,40.3807273731677,39.9314948862601,51.6487594227925,50.7777167749457,43.9910345616638,41.9928049197941,43.3036652257904,41.4532494675922,0.998140722203797,0.992121354656632,0.994417352182979,0.998780297918721,0.994417352182979,0.998780297918721,0.991065145886858,0.994136488092163,0.991065145886858,0.994136488092163,0.994283540400653,0.99224123259283
"33","asm14ab",10,"PASS","*","GRCh38_HG002_GIABv4.1_notin_complexandSVs_alldifficultregions.bed.gz",992,2122523462,301,155,0.995705,145273,144649,86036,58613,86655,58618,86735,58695,145430,2286,2122523462,1745,71,0.998597,2509171,2505651,1536976,968675,1540491,968680,1541627,969978,2511605,62.6880626916185,66.3137082306693,61.1227354598663,69.5578463728539,68.9468523011454,68.9871770552834,67.8840444784691,66.252845145012,65.372717873927,0.999292595044339,0.997776599918774,0.997718259957377,0.999994838336706,0.997718259957377,0.999994838336706,0.99698305751002,0.998656670563662,0.99698305751002,0.998656670563662,0.998324179160338,0.997629404305215
"34","asm14ab",10,"PASS","*","GRCh38_MHC.bed.gz",35,4664474,4,17,0.987606,1775,1753,1028,565,1038,569,1045,574,1787,35,4664474,21,6,0.998332,19786,19753,12155,7317,12184,7319,12263,7369,19915,54.2576462795416,54.2576462795416,51.2473463229018,60.667426853125,58.237046366262,58.237046366262,54.7847097847017,56.2740999148223,53.166201585291,0.999393510563024,0.989859154929577,0.997619829284307,0.999726738625495,0.997619829284307,0.999726738625495,0.991193019652614,0.992943411589089,0.991193019652614,0.992943411589089,0.992919909615867,0.991865428069294
"35","asm14ab",10,"PASS","*","GRCh38_notinAllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz",10218,2479539349,2642,1562,0.985194,294145,289790,165632,106820,168244,107077,169575,108260,296728,71297,2479539349,4141,5159,0.997553,3229483,3221581,1973830,1246524,1980433,1247811,1999541,1264698,3265484,48.4232974416606,56.8603510202713,47.8416346748842,49.0303032563267,48.6831617993628,59.1623757660887,58.1596103437816,48.6282183982966,48.2189439524365,0.998835417309829,0.994176341600231,0.996665880643273,0.998968593801465,0.996665880643273,0.998968593801465,0.987141548985492,0.985629770901828,0.987141548985492,0.985629770901828,0.98782355081207,0.98655543864248
"36","asm14ab",10,"PASS","*","GRCh38_notinAllTandemRepeatsandHomopolymers_slop5.bed.gz",6346,2420923008,456,660,0.994477,185054,184032,109081,74778,109969,74909,111016,75819,187012,69582,2420923008,3957,4905,0.997578,3146698,3139076,1922829,1215051,1929185,1216306,1948031,1232911,3182155,48.4251406602234,58.8251090580376,48.0460901317928,49.0167921068073,48.6794165715414,59.6650928470088,59.1489567878105,48.6579617368577,48.3061383059233,0.998835287021506,0.996941433311358,0.996705344484847,0.998968187281819,0.996705344484847,0.998968187281819,0.987062834215677,0.985513958428467,0.987062834215677,0.985513958428467,0.987705815712937,0.986462318774541
"37","asm14ab",10,"PASS","*","GRCh38_notinalldifficultregions.bed.gz",1028,2135763155,312,178,0.995472,156799,156089,92645,63337,93296,63394,93383,63478,156970,2353,2135763155,1810,73,0.998648,2734524,2730826,1674934,1055125,1678576,1055179,1679848,1056621,2737240,62.5896115852065,66.1858997103741,61.015379149309,69.5848522776095,68.9578325610782,68.9980081003028,67.7567006338881,66.2712255358716,65.3055735558881,0.99930956905114,0.997461718505858,0.9978303037813,0.999948823848845,0.9978303037813,0.999948823848845,0.997074735333197,0.998584165940295,0.997074735333197,0.998584165940295,0.998318013765691,0.997656763747424
"38","asm14ab",10,"PASS","*","GRCh38_notinalllowmapandsegdupregions.bed.gz",14859,2397123054,5973,3744,0.981772,507851,498594,281412,185320,286330,186729,286581,186982,508379,3154,2397123054,2300,258,0.998508,3102608,3097979,1900533,1196298,1905063,1196391,1906598,1198084,3105838,61.8185863536535,55.0873074165612,54.2513427533968,69.05474064618,67.4926245366923,59.695882520514,57.3201401545339,59.2195978044826,56.9216136747962,0.999249341199404,0.99353353641127,0.997622125882451,0.999922266215644,0.997622125882451,0.999922266215644,0.996818941381455,0.998509286494102,0.996818941381455,0.998509286494102,0.998210144894872,0.997469604016694
"39","asm14ab",10,"PASS","*","GRCh38_notinsegdups.bed.gz",14952,2458512498,5991,3755,0.981943,514703,505409,285472,188012,290421,189421,290686,189684,515255,3602,2458512498,2430,287,0.998494,3240529,3235648,1984866,1249540,1989642,1249637,1991351,1251467,3244071,61.3515870757506,55.170031276878,54.2326486379712,67.4475914536075,66.227748043765,59.7519825228536,57.3934593873478,59.0701381655715,56.8596437340715,0.999243642010301,0.993582706920302,0.997599568163519,0.999922377458414,0.997599568163519,0.999922377458414,0.996743416906412,0.998460207100946,0.996743416906412,0.998460207100946,0.998152629828385,0.997403571006923
"40","asm14ab",10,"PASS","*","GRCh38_segdups.bed.gz",6692,83882512,216,704,0.949684,8228,7814,4423,3137,4683,3265,6034,4484,10855,68950,83882512,1915,5063,0.961447,88449,85039,49525,35469,51692,36706,69297,51943,121294,33.8616715280383,43.9914549102534,33.4593842009826,34.325059111107,33.9839980959966,44.6337510089424,44.1339458323436,33.9383058697638,33.5834909264162,0.983097604269127,0.975935828877005,0.958078619515592,0.966299787500681,0.958078619515592,0.966299787500681,0.714677403062182,0.682844656642859,0.714677403062182,0.682844656642859,0.716886243342622,0.70109815819414
"41","asm15",10,"PASS","*","*",709828,2547030726,160798,69645,0.331584,518161,171814,29,171756,291989,191404,296733,194171,526125,1068947,2547030726,1014070,8491,0.385152,3310688,1275118,0,1275118,2026889,1282526,2060662,1303410,3365380,36.7810800698378,38.5591105314685,34.5694316277524,50.4067725609854,49.6767381829053,40.2637973895613,39.6746810401214,39.8626755174298,39.2609411612596,0.691453860949748,0.641908595976926,0,0.994223898774762,0,0.994223898774762,0,0.978293859951972,0,0.978293859951972,0.680216795725891,0.378892725338595
"42","asm15",10,"PASS","*","GRCh38_AllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz",379015,62855670,71281,44651,0.295507,227047,67094,10,67074,125789,84944,127693,86040,230208,46912,62855670,34194,3691,0.366968,98469,36135,0,36135,60215,38191,61109,38714,99887,34.2809050708233,25.2071805764345,24.7003928433672,41.4383101324761,39.9495563505975,26.7928167012536,26.1119897377044,26.6462995337994,25.9361146926689,0.714224781403284,0.6094553110149,0,0.946165326909481,0,0.946165326909481,0,0.933383272201271,0,0.933383272201271,0.704085616746924,0.361758787429796
"43","asm15",10,"PASS","*","GRCh38_HG002_GIABv4.1_notin_complexandSVs_alldifficultregions.bed.gz",233364,2122523456,38007,15045,0.401557,143454,57605,0,57605,85514,57940,86735,58695,145430,761317,2122523456,759469,499,0.386014,2477926,956514,0,956514,1520248,957678,1541627,969978,2511605,37.4631696641507,42.5984863374606,36.3019867169257,64.9787054432153,63.6118052710935,43.7185786344207,43.3705351658514,43.6862079344809,43.3296457200447,0.692507766575757,0.666499365650313,0,0.998784560154875,0,0.998784560154875,0,0.986119272808249,0,0.986119272808249,0.683221684938515,0.380837751159119
"44","asm15",10,"PASS","*","GRCh38_MHC.bed.gz",1279,4664473,550,192,0.296435,1599,474,0,474,944,502,1045,574,1787,6213,4664473,6105,102,0.363273,17992,6536,0,6536,11154,6575,12270,7369,19923,31.7653122558446,38.6296203471893,30.9523481049438,61.9168132881394,49.3640882371063,42.3985829349802,41.071050508796,42.3503274960873,40.4710712120432,0.702590040017786,0.640400250156348,0,0.994068441064639,0,0.994068441064639,0,0.886958881802144,0,0.886958881802144,0.634492797269487,0.328063042714451
